source,class_id,alignment_norm,authenticity_norm,composite_product_classmean,composite_harmonic_classmean
Sys_VAR_ref_800_1,971,0.88,0.6,0.54,0.69
Sys_VAR_ref_800_1,972,0.83,0.51,0.44,0.6
Sys_VAR_ref_800_1,981,0.76,0.3,0.23,0.43
Sys_VAR_ref_800_1,982,0.59,0.32,0.19,0.4
Sys_VAR_ref_800_1,983,0.8,0.41,0.33,0.53
Sys_VAR_ref_800_1,985,0.76,0.79,0.61,0.72
Sys_VAR_ref_800_1,991,0.9,0.7,0.64,0.78
Sys_VAR_ref_800_1,999,0.56,0.44,0.29,0.47
Sys_VAR_ref_800_2,4,0.92,0.7,0.64,0.79
Sys_VAR_ref_800_2,7,0.83,0.48,0.4,0.57
Sys_VAR_ref_800_2,10,0.82,0.63,0.54,0.69
Sys_VAR_ref_800_2,25,0.9,0.69,0.62,0.76
Sys_VAR_ref_800_2,35,0.68,0.64,0.45,0.64
Sys_VAR_ref_800_2,39,0.81,0.52,0.44,0.62
Sys_VAR_ref_800_2,49,0.64,0.59,0.38,0.61
Sys_VAR_ref_800_2,51,0.89,0.69,0.62,0.77
Sys_VAR_ref_800_2,52,0.76,0.73,0.59,0.74
Sys_VAR_ref_800_2,64,0.65,0.62,0.42,0.62
Sys_VAR_ref_800_2,80,0.88,0.39,0.34,0.52
Sys_VAR_ref_800_2,97,0.9,0.78,0.71,0.82
Sys_VAR_ref_800_2,106,0.93,0.68,0.65,0.77
Sys_VAR_ref_800_2,116,0.98,0.88,0.87,0.92
Sys_VAR_ref_800_2,118,0.7,0.53,0.4,0.6
Sys_VAR_ref_800_2,129,0.81,0.46,0.37,0.56
Sys_VAR_ref_800_2,144,0.8,0.45,0.36,0.55
Sys_VAR_ref_800_2,147,0.92,0.68,0.63,0.78
Sys_VAR_ref_800_2,150,0.83,0.39,0.32,0.52
Sys_VAR_ref_800_2,156,0.93,0.46,0.43,0.59
Sys_VAR_ref_800_2,159,0.68,0.38,0.27,0.47
Sys_VAR_ref_800_2,281,0.88,0.3,0.26,0.45
Sys_VAR_ref_800_2,300,0.82,0.71,0.63,0.76
Sys_VAR_ref_800_2,322,0.88,0.74,0.69,0.79
Sys_VAR_ref_800_2,330,0.8,0.55,0.45,0.64
Sys_VAR_ref_800_2,333,0.76,0.37,0.29,0.48
Sys_VAR_ref_800_2,339,0.79,0.48,0.41,0.58
Sys_VAR_ref_800_2,347,0.96,0.64,0.62,0.74
Sys_VAR_ref_800_2,356,0.89,0.51,0.46,0.64
Sys_VAR_ref_800_2,365,0.76,0.4,0.31,0.51
Sys_VAR_ref_800_2,370,0.86,0.45,0.4,0.58
Sys_VAR_ref_800_2,389,0.36,0.42,0.15,0.33
Sys_VAR_ref_800_2,392,0.72,0.51,0.39,0.58
Sys_VAR_ref_800_2,394,0.85,0.53,0.47,0.64
Sys_VAR_ref_800_2,396,0.93,0.75,0.7,0.83
Sys_VAR_ref_800_2,400,0.83,0.5,0.43,0.59
Sys_VAR_ref_800_2,405,0.74,0.55,0.42,0.6
Sys_VAR_ref_800_2,406,0.81,0.62,0.51,0.69
Sys_VAR_ref_800_2,413,0.86,0.5,0.43,0.62
Sys_VAR_ref_800_2,415,0.37,0.49,0.17,0.34
Sys_VAR_ref_800_2,419,0.69,0.66,0.45,0.59
Sys_VAR_ref_800_2,421,0.78,0.67,0.53,0.7
Sys_VAR_ref_800_2,426,0.51,0.35,0.18,0.41
Sys_VAR_ref_800_2,429,0.63,0.55,0.43,0.57
Sys_VAR_ref_800_2,432,0.76,0.41,0.34,0.5
Sys_VAR_ref_800_2,443,0.93,0.83,0.77,0.87
Sys_VAR_ref_800_2,446,0.64,0.57,0.36,0.54
Sys_VAR_ref_800_2,453,0.88,0.55,0.5,0.67
Sys_VAR_ref_800_2,461,0.64,0.67,0.5,0.62
Sys_VAR_ref_800_2,477,0.58,0.45,0.26,0.48
Sys_VAR_ref_800_2,479,0.95,0.77,0.73,0.85
Sys_VAR_ref_800_2,481,0.62,0.45,0.32,0.51
Sys_VAR_ref_800_2,488,0.83,0.71,0.6,0.75
Sys_VAR_ref_800_2,499,0.59,0.5,0.3,0.48
Sys_VAR_ref_800_2,529,0.79,0.52,0.44,0.61
Sys_VAR_ref_800_2,535,0.88,0.71,0.64,0.78
Sys_VAR_ref_800_2,554,0.91,0.39,0.36,0.54
Sys_VAR_ref_800_2,567,0.85,0.53,0.46,0.63
Sys_VAR_ref_800_2,575,0.87,0.43,0.38,0.56
Sys_VAR_ref_800_2,585,0.35,0.28,0.11,0.27
Sys_VAR_ref_800_2,590,0.75,0.56,0.46,0.62
Sys_VAR_ref_800_2,605,0.72,0.58,0.46,0.63
Sys_VAR_ref_800_2,606,0.62,0.45,0.31,0.49
Sys_VAR_ref_800_2,626,0.81,0.58,0.5,0.67
Sys_VAR_ref_800_2,632,0.64,0.53,0.38,0.54
Sys_VAR_ref_800_2,633,0.83,0.57,0.48,0.66
Sys_VAR_ref_800_2,634,0.69,0.59,0.43,0.62
Sys_VAR_ref_800_2,645,0.84,0.41,0.34,0.52
Sys_VAR_ref_800_2,654,0.86,0.64,0.56,0.73
Sys_VAR_ref_800_2,679,0.88,0.7,0.63,0.77
Sys_VAR_ref_800_2,687,0.9,0.67,0.61,0.76
Sys_VAR_ref_800_2,730,0.74,0.53,0.46,0.61
Sys_VAR_ref_800_2,743,0.87,0.6,0.53,0.69
Sys_VAR_ref_800_2,746,0.65,0.46,0.33,0.47
Sys_VAR_ref_800_2,755,0.87,0.66,0.58,0.75
Sys_VAR_ref_800_2,756,0.84,0.63,0.55,0.72
Sys_VAR_ref_800_2,806,0.9,0.76,0.7,0.81
Sys_VAR_ref_800_2,810,0.63,0.54,0.43,0.55
Sys_VAR_ref_800_2,819,0.6,0.44,0.27,0.48
Sys_VAR_ref_800_2,836,0.25,0.53,0.17,0.21
Sys_VAR_ref_800_2,903,0.58,0.42,0.27,0.47
Sys_VAR_ref_800_2,917,0.79,0.48,0.39,0.6
Sys_VAR_ref_800_2,919,0.37,0.26,0.1,0.3
Sys_VAR_ref_800_2,920,0.91,0.72,0.66,0.8
Sys_VAR_ref_800_2,922,0.34,0.26,0.11,0.28
Sys_VAR_ref_800_2,928,0.81,0.62,0.51,0.69
Sys_VAR_ref_800_2,931,0.89,0.67,0.6,0.76
Sys_VAR_ref_800_2,943,0.91,0.73,0.67,0.81
Sys_VAR_ref_800_2,952,0.95,0.82,0.79,0.88
Sys_VAR_ref_800_2,960,0.9,0.63,0.59,0.74
Sys_VAR_ref_800_2,962,0.82,0.71,0.6,0.76
Sys_VAR_ref_800_2,968,0.84,0.72,0.64,0.77
Sys_VAR_ref_800_2,971,0.85,0.57,0.51,0.68
Sys_VAR_ref_800_2,972,0.83,0.5,0.44,0.6
Sys_VAR_ref_800_2,981,0.78,0.35,0.27,0.47
Sys_VAR_ref_800_2,982,0.54,0.33,0.19,0.4
Sys_VAR_ref_800_2,983,0.82,0.54,0.46,0.64
Sys_VAR_ref_800_2,985,0.75,0.8,0.61,0.72
Sys_VAR_ref_800_2,991,0.94,0.84,0.8,0.89
Sys_VAR_ref_800_2,999,0.56,0.46,0.33,0.48
Sys_VAR_ref_800_3,4,0.94,0.73,0.68,0.81
Sys_VAR_ref_800_3,7,0.84,0.48,0.4,0.57
Sys_VAR_ref_800_3,10,0.83,0.69,0.59,0.73
Sys_VAR_ref_800_3,25,0.85,0.67,0.57,0.73
Sys_VAR_ref_800_3,35,0.63,0.69,0.45,0.64
Sys_VAR_ref_800_3,39,0.8,0.58,0.5,0.65
Sys_VAR_ref_800_3,49,0.72,0.71,0.52,0.7
Sys_VAR_ref_800_3,51,0.89,0.72,0.66,0.79
Sys_VAR_ref_800_3,52,0.72,0.75,0.58,0.73
Sys_VAR_ref_800_3,64,0.69,0.72,0.53,0.69
Sys_VAR_ref_800_3,80,0.84,0.36,0.31,0.49
Sys_VAR_ref_800_3,97,0.9,0.79,0.73,0.82
Sys_VAR_ref_800_3,106,0.96,0.74,0.71,0.82
Sys_VAR_ref_800_3,116,0.96,0.79,0.77,0.86
Sys_VAR_ref_800_3,118,0.73,0.57,0.43,0.63
Sys_VAR_ref_800_3,129,0.84,0.4,0.35,0.53
Sys_VAR_ref_800_3,144,0.81,0.53,0.43,0.61
Sys_VAR_ref_800_3,147,0.96,0.72,0.7,0.82
Sys_VAR_ref_800_3,150,0.88,0.39,0.34,0.53
Sys_VAR_ref_800_3,156,0.92,0.44,0.4,0.57
Sys_VAR_ref_800_3,159,0.73,0.38,0.28,0.48
Sys_VAR_ref_800_3,281,0.91,0.39,0.36,0.52
Sys_VAR_ref_800_3,300,0.82,0.74,0.66,0.77
Sys_VAR_ref_800_3,322,0.88,0.79,0.72,0.82
Sys_VAR_ref_800_3,330,0.8,0.58,0.47,0.65
Sys_VAR_ref_800_3,333,0.74,0.45,0.36,0.54
Sys_VAR_ref_800_3,339,0.77,0.54,0.46,0.62
Sys_VAR_ref_800_3,347,0.97,0.68,0.67,0.77
Sys_VAR_ref_800_3,356,0.89,0.48,0.44,0.62
Sys_VAR_ref_800_3,365,0.78,0.4,0.33,0.49
Sys_VAR_ref_800_3,370,0.89,0.44,0.39,0.58
Sys_VAR_ref_800_3,389,0.33,0.34,0.11,0.33
Sys_VAR_ref_800_3,392,0.71,0.61,0.46,0.64
Sys_VAR_ref_800_3,394,0.78,0.53,0.44,0.62
Sys_VAR_ref_800_3,396,0.92,0.72,0.66,0.8
Sys_VAR_ref_800_3,400,0.89,0.46,0.42,0.59
Sys_VAR_ref_800_3,405,0.74,0.56,0.41,0.62
Sys_VAR_ref_800_3,406,0.82,0.65,0.56,0.71
Sys_VAR_ref_800_3,413,0.82,0.44,0.37,0.55
Sys_VAR_ref_800_3,415,0.37,0.52,0.17,0.34
Sys_VAR_ref_800_3,419,0.69,0.51,0.41,0.54
Sys_VAR_ref_800_3,421,0.69,0.46,0.33,0.54
Sys_VAR_ref_800_3,426,0.5,0.38,0.18,0.42
Sys_VAR_ref_800_3,429,0.6,0.6,0.46,0.56
Sys_VAR_ref_800_3,432,0.73,0.41,0.34,0.48
Sys_VAR_ref_800_3,443,0.88,0.68,0.62,0.76
Sys_VAR_ref_800_3,446,0.63,0.48,0.31,0.49
Sys_VAR_ref_800_3,453,0.89,0.61,0.55,0.72
Sys_VAR_ref_800_3,461,0.63,0.68,0.46,0.63
Sys_VAR_ref_800_3,477,0.62,0.49,0.3,0.52
Sys_VAR_ref_800_3,479,0.86,0.77,0.68,0.8
Sys_VAR_ref_800_3,481,0.65,0.46,0.34,0.53
Sys_VAR_ref_800_3,488,0.75,0.65,0.52,0.69
Sys_VAR_ref_800_3,499,0.71,0.48,0.38,0.54
Sys_VAR_ref_800_3,529,0.76,0.45,0.37,0.55
Sys_VAR_ref_800_3,535,0.88,0.68,0.61,0.77
Sys_VAR_ref_800_3,554,0.96,0.39,0.38,0.55
Sys_VAR_ref_800_3,567,0.83,0.59,0.51,0.68
Sys_VAR_ref_800_3,575,0.88,0.49,0.43,0.61
Sys_VAR_ref_800_3,585,0.3,0.31,0.1,0.27
Sys_VAR_ref_800_3,590,0.78,0.52,0.43,0.61
Sys_VAR_ref_800_3,605,0.73,0.64,0.5,0.67
Sys_VAR_ref_800_3,606,0.65,0.52,0.39,0.55
Sys_VAR_ref_800_3,626,0.72,0.51,0.39,0.58
Sys_VAR_ref_800_3,632,0.68,0.57,0.45,0.59
Sys_VAR_ref_800_3,633,0.71,0.53,0.4,0.59
Sys_VAR_ref_800_3,634,0.54,0.45,0.27,0.46
Sys_VAR_ref_800_3,645,0.82,0.4,0.31,0.5
Sys_VAR_ref_800_3,654,0.93,0.54,0.5,0.68
Sys_VAR_ref_800_3,679,0.83,0.69,0.59,0.75
Sys_VAR_ref_800_3,687,0.93,0.74,0.69,0.82
Sys_VAR_ref_800_3,730,0.76,0.49,0.42,0.57
Sys_VAR_ref_800_3,743,0.9,0.66,0.58,0.73
Sys_VAR_ref_800_3,746,0.61,0.49,0.35,0.49
Sys_VAR_ref_800_3,755,0.87,0.69,0.6,0.76
Sys_VAR_ref_800_3,756,0.87,0.63,0.55,0.73
Sys_VAR_ref_800_3,806,0.93,0.82,0.76,0.87
Sys_VAR_ref_800_3,810,0.72,0.58,0.49,0.63
Sys_VAR_ref_800_3,819,0.62,0.4,0.26,0.45
Sys_VAR_ref_800_3,836,0.08,0.54,0.05,0.13
Sys_VAR_ref_800_3,903,0.68,0.47,0.36,0.55
Sys_VAR_ref_800_3,917,0.76,0.49,0.39,0.59
Sys_VAR_ref_800_3,919,0.34,0.27,0.08,0.27
Sys_VAR_ref_800_3,920,0.87,0.69,0.61,0.76
Sys_VAR_ref_800_3,922,0.3,0.24,0.1,0.24
Sys_VAR_ref_800_3,928,0.85,0.7,0.59,0.75
Sys_VAR_ref_800_3,931,0.86,0.72,0.63,0.77
Sys_VAR_ref_800_3,943,0.94,0.79,0.74,0.85
Sys_VAR_ref_800_3,952,0.84,0.85,0.7,0.78
Sys_VAR_ref_800_3,960,0.88,0.7,0.63,0.78
Sys_VAR_ref_800_3,962,0.79,0.75,0.61,0.76
Sys_VAR_ref_800_3,968,0.88,0.74,0.65,0.8
Sys_VAR_ref_800_3,971,0.8,0.55,0.48,0.64
Sys_VAR_ref_800_3,972,0.85,0.52,0.45,0.62
Sys_VAR_ref_800_3,981,0.76,0.32,0.25,0.45
Sys_VAR_ref_800_3,982,0.55,0.38,0.24,0.44
Sys_VAR_ref_800_3,983,0.82,0.57,0.48,0.66
Sys_VAR_ref_800_3,985,0.73,0.82,0.59,0.71
Sys_VAR_ref_800_3,991,0.93,0.8,0.74,0.85
Sys_VAR_ref_800_3,999,0.56,0.42,0.28,0.46
User_VAR_800_1,4,1.0,0.65,0.65,0.78
User_VAR_800_1,7,0.87,0.65,0.57,0.73
User_VAR_800_1,10,0.78,0.75,0.6,0.75
User_VAR_800_1,25,0.8,0.75,0.59,0.7
User_VAR_800_1,35,0.76,0.72,0.55,0.68
User_VAR_800_1,39,0.92,0.7,0.64,0.77
User_VAR_800_1,49,0.9,0.6,0.54,0.7
User_VAR_800_1,51,0.88,0.72,0.66,0.78
User_VAR_800_1,52,0.89,0.75,0.69,0.81
User_VAR_800_1,64,0.83,0.72,0.61,0.76
User_VAR_800_1,80,0.94,0.57,0.54,0.7
User_VAR_800_1,97,0.94,0.8,0.75,0.84
User_VAR_800_1,106,1.0,0.85,0.85,0.91
User_VAR_800_1,116,1.0,0.85,0.85,0.91
User_VAR_800_1,118,0.78,0.55,0.44,0.63
User_VAR_800_1,129,0.79,0.6,0.48,0.67
User_VAR_800_1,144,0.9,0.55,0.5,0.67
User_VAR_800_1,147,1.0,0.7,0.7,0.81
User_VAR_800_1,150,0.82,0.5,0.41,0.61
User_VAR_800_1,156,1.0,0.62,0.62,0.76
User_VAR_800_1,159,0.9,0.48,0.44,0.6
User_VAR_800_1,281,1.0,0.48,0.48,0.63
User_VAR_800_1,300,0.77,0.7,0.63,0.7
User_VAR_800_1,322,0.89,0.88,0.79,0.86
User_VAR_800_1,330,0.86,0.57,0.5,0.68
User_VAR_800_1,333,0.83,0.55,0.48,0.65
User_VAR_800_1,339,0.76,0.52,0.44,0.61
User_VAR_800_1,347,1.0,0.75,0.75,0.84
User_VAR_800_1,356,0.93,0.55,0.52,0.68
User_VAR_800_1,365,0.88,0.52,0.48,0.65
User_VAR_800_1,370,0.98,0.6,0.59,0.73
User_VAR_800_1,389,0.33,0.55,0.18,0.37
User_VAR_800_1,392,0.77,0.7,0.57,0.72
User_VAR_800_1,394,0.84,0.6,0.53,0.68
User_VAR_800_1,396,0.95,0.65,0.62,0.76
User_VAR_800_1,400,0.95,0.55,0.53,0.67
User_VAR_800_1,405,0.72,0.55,0.42,0.6
User_VAR_800_1,406,0.78,0.62,0.48,0.62
User_VAR_800_1,413,0.77,0.52,0.43,0.58
User_VAR_800_1,415,0.45,0.6,0.22,0.36
User_VAR_800_1,419,0.74,0.65,0.47,0.6
User_VAR_800_1,421,0.86,0.68,0.58,0.74
User_VAR_800_1,426,0.61,0.35,0.21,0.43
User_VAR_800_1,429,0.56,0.65,0.46,0.55
User_VAR_800_1,432,0.81,0.43,0.4,0.54
User_VAR_800_1,443,0.96,0.68,0.65,0.79
User_VAR_800_1,446,0.8,0.52,0.41,0.59
User_VAR_800_1,453,0.85,0.52,0.45,0.63
User_VAR_800_1,461,0.58,0.75,0.5,0.64
User_VAR_800_1,477,0.53,0.45,0.23,0.43
User_VAR_800_1,479,0.78,0.73,0.6,0.74
User_VAR_800_1,481,0.64,0.45,0.33,0.51
User_VAR_800_1,488,0.95,0.6,0.57,0.71
User_VAR_800_1,499,0.72,0.6,0.46,0.58
User_VAR_800_1,529,0.78,0.58,0.47,0.64
User_VAR_800_1,535,0.81,0.65,0.56,0.7
User_VAR_800_1,554,0.0,0.38,0.0,0.0
User_VAR_800_1,567,0.93,0.55,0.51,0.68
User_VAR_800_1,575,0.81,0.5,0.4,0.53
User_VAR_800_1,585,0.44,0.32,0.15,0.3
User_VAR_800_1,590,0.81,0.55,0.49,0.63
User_VAR_800_1,605,0.74,0.58,0.44,0.62
User_VAR_800_1,606,0.76,0.52,0.44,0.59
User_VAR_800_1,626,0.88,0.62,0.55,0.7
User_VAR_800_1,632,0.71,0.48,0.38,0.52
User_VAR_800_1,633,0.8,0.6,0.48,0.65
User_VAR_800_1,634,0.47,0.48,0.27,0.43
User_VAR_800_1,645,0.9,0.5,0.44,0.63
User_VAR_800_1,654,0.9,0.65,0.6,0.74
User_VAR_800_1,679,0.75,0.7,0.54,0.72
User_VAR_800_1,687,1.0,0.82,0.82,0.9
User_VAR_800_1,730,0.64,0.5,0.36,0.54
User_VAR_800_1,743,0.88,0.68,0.62,0.72
User_VAR_800_1,746,0.79,0.45,0.38,0.55
User_VAR_800_1,755,0.9,0.65,0.58,0.74
User_VAR_800_1,756,0.9,0.68,0.62,0.76
User_VAR_800_1,806,0.91,0.85,0.78,0.88
User_VAR_800_1,810,0.69,0.55,0.42,0.58
User_VAR_800_1,819,0.63,0.5,0.33,0.45
User_VAR_800_1,836,0.08,0.45,0.04,0.12
User_VAR_800_1,903,0.65,0.35,0.24,0.4
User_VAR_800_1,917,0.86,0.43,0.38,0.57
User_VAR_800_1,919,0.43,0.25,0.1,0.28
User_VAR_800_1,920,0.93,0.72,0.68,0.81
User_VAR_800_1,922,0.32,0.25,0.11,0.23
User_VAR_800_1,928,0.86,0.7,0.61,0.75
User_VAR_800_1,931,0.95,0.75,0.72,0.83
User_VAR_800_1,943,0.89,0.78,0.69,0.82
User_VAR_800_1,952,0.88,0.82,0.73,0.79
User_VAR_800_1,960,0.92,0.7,0.67,0.79
User_VAR_800_1,962,0.88,0.7,0.63,0.77
User_VAR_800_1,968,0.88,0.75,0.67,0.8
User_VAR_800_1,971,0.88,0.6,0.54,0.69
User_VAR_800_1,972,0.94,0.55,0.51,0.66
User_VAR_800_1,981,0.73,0.45,0.34,0.54
User_VAR_800_1,982,0.58,0.38,0.24,0.42
User_VAR_800_1,983,0.94,0.6,0.55,0.71
User_VAR_800_1,985,0.78,0.9,0.68,0.76
User_VAR_800_1,991,0.96,0.9,0.87,0.93
User_VAR_800_1,999,0.75,0.45,0.39,0.53
User_VAR_800_2,4,0.97,0.6,0.58,0.73
User_VAR_800_2,7,0.86,0.68,0.58,0.74
User_VAR_800_2,10,0.74,0.72,0.55,0.71
User_VAR_800_2,25,0.9,0.7,0.62,0.77
User_VAR_800_2,35,0.75,0.68,0.51,0.66
User_VAR_800_2,39,0.91,0.68,0.61,0.75
User_VAR_800_2,49,0.95,0.52,0.49,0.66
User_VAR_800_2,51,0.94,0.78,0.75,0.85
User_VAR_800_2,52,0.89,0.75,0.7,0.8
User_VAR_800_2,64,0.77,0.82,0.65,0.78
User_VAR_800_2,80,0.93,0.52,0.48,0.64
User_VAR_800_2,97,0.94,0.82,0.78,0.86
User_VAR_800_2,106,1.0,0.78,0.78,0.87
User_VAR_800_2,116,1.0,0.82,0.82,0.89
User_VAR_800_2,118,0.73,0.48,0.37,0.57
User_VAR_800_2,129,0.7,0.55,0.38,0.6
User_VAR_800_2,144,0.88,0.62,0.55,0.72
User_VAR_800_2,147,1.0,0.73,0.73,0.83
User_VAR_800_2,150,0.82,0.57,0.46,0.66
User_VAR_800_2,156,1.0,0.6,0.6,0.74
User_VAR_800_2,159,0.87,0.52,0.47,0.63
User_VAR_800_2,281,0.98,0.72,0.71,0.83
User_VAR_800_2,300,0.73,0.72,0.63,0.71
User_VAR_800_2,322,0.89,0.88,0.79,0.86
User_VAR_800_2,330,0.86,0.7,0.61,0.75
User_VAR_800_2,333,0.88,0.52,0.48,0.63
User_VAR_800_2,339,0.74,0.55,0.45,0.62
User_VAR_800_2,347,1.0,0.78,0.78,0.86
User_VAR_800_2,356,0.92,0.78,0.72,0.83
User_VAR_800_2,365,0.91,0.57,0.53,0.7
User_VAR_800_2,370,0.95,0.6,0.57,0.72
User_VAR_800_2,389,0.35,0.55,0.19,0.38
User_VAR_800_2,392,0.76,0.57,0.45,0.64
User_VAR_800_2,394,0.91,0.55,0.51,0.65
User_VAR_800_2,396,0.95,0.72,0.69,0.82
User_VAR_800_2,400,0.9,0.55,0.5,0.62
User_VAR_800_2,405,0.71,0.57,0.42,0.6
User_VAR_800_2,406,0.77,0.68,0.51,0.64
User_VAR_800_2,413,0.72,0.6,0.46,0.62
User_VAR_800_2,415,0.41,0.57,0.2,0.38
User_VAR_800_2,419,0.69,0.7,0.47,0.62
User_VAR_800_2,421,0.82,0.55,0.44,0.62
User_VAR_800_2,426,0.57,0.38,0.21,0.43
