source,class_id,alignment_norm,authenticity_norm,composite_product_classmean,composite_harmonic_classmean,vendi_ratio,vendi_ratio_train,composite_product_classmean_x_vendi_ratio,composite_product_classmean_x_vendi_ratio_train,composite_harmonic_classmean_x_vendi_ratio,composite_harmonic_classmean_x_vendi_ratio_train
Sys_VAR_noref_2,756,0.84,0.49,0.42,0.61,2.29,0.78,0.97,0.33,1.4,0.48
Sys_VAR_noref_2,806,0.87,0.66,0.59,0.74,1.08,1.06,0.64,0.62,0.81,0.79
Sys_VAR_noref_2,810,0.73,0.51,0.41,0.59,0.38,0.91,0.15,0.37,0.22,0.53
Sys_VAR_noref_2,819,0.78,0.4,0.32,0.51,0.38,0.72,0.12,0.23,0.19,0.37
Sys_VAR_noref_2,836,0.14,0.44,0.08,0.2,1.23,0.82,0.1,0.06,0.24,0.16
Sys_VAR_noref_2,903,0.67,0.41,0.29,0.5,1.1,0.76,0.32,0.22,0.55,0.38
Sys_VAR_noref_2,917,0.77,0.42,0.33,0.54,0.5,0.41,0.16,0.13,0.27,0.22
Sys_VAR_noref_2,919,0.38,0.23,0.09,0.29,1.32,0.73,0.12,0.07,0.38,0.21
Sys_VAR_noref_2,920,0.87,0.66,0.59,0.74,0.77,0.96,0.45,0.56,0.57,0.71
Sys_VAR_noref_2,922,0.3,0.2,0.06,0.18,0.47,0.78,0.03,0.05,0.09,0.14
Sys_VAR_noref_2,928,0.73,0.54,0.4,0.61,2.3,0.76,0.93,0.31,1.4,0.46
Sys_VAR_noref_2,931,0.69,0.65,0.43,0.63,0.63,0.86,0.27,0.37,0.4,0.54
Sys_VAR_noref_2,943,0.86,0.8,0.69,0.81,0.88,0.9,0.6,0.62,0.71,0.73
Sys_VAR_noref_2,952,0.78,0.85,0.66,0.73,0.72,0.73,0.47,0.48,0.52,0.53
Sys_VAR_noref_2,960,0.93,0.68,0.64,0.79,2.64,0.74,1.7,0.48,2.08,0.58
Sys_VAR_noref_2,962,0.82,0.62,0.5,0.68,0.56,0.75,0.28,0.38,0.38,0.51
Sys_VAR_noref_2,968,0.91,0.62,0.57,0.72,2.03,0.92,1.15,0.52,1.47,0.66
Sys_VAR_noref_2,971,0.8,0.54,0.47,0.63,0.3,0.66,0.14,0.31,0.19,0.41
Sys_VAR_noref_2,972,0.91,0.82,0.75,0.86,1.93,0.79,1.45,0.59,1.65,0.68
Sys_VAR_noref_2,981,0.73,0.41,0.3,0.52,0.53,0.79,0.16,0.24,0.28,0.41
Sys_VAR_noref_2,982,0.49,0.37,0.18,0.4,0.93,0.72,0.16,0.13,0.37,0.29
Sys_VAR_noref_2,983,0.82,0.56,0.46,0.66,0.32,0.61,0.15,0.28,0.21,0.4
Sys_VAR_noref_2,985,0.69,0.86,0.58,0.67,1.92,0.83,1.11,0.48,1.29,0.56
Sys_VAR_noref_2,991,0.91,0.82,0.75,0.86,0.43,0.68,0.32,0.5,0.37,0.58
Sys_VAR_noref_2,999,0.75,0.62,0.52,0.63,1.29,1.0,0.67,0.52,0.82,0.63
Sys_VAR_noref_3,4,0.91,0.62,0.57,0.73,1.15,1.02,0.65,0.58,0.84,0.74
Sys_VAR_noref_3,7,0.87,0.74,0.66,0.79,0.59,0.86,0.39,0.57,0.47,0.68
