img_id,all_correct_1,n_correct_1,n_atoms_1,ge2_gm,ge2_am,all_correct_2,n_correct_2,n_atoms_2,all_correct_3,n_correct_3,n_atoms_3
602,0,5,9,0.006174107268054382,0.5980590988138164,0,5,9,0,5,9
603,0,7,10,0.005191536298251348,0.5117964262988733,0,7,10,0,7,10
604,0,4,10,0.018066315844376245,0.702928831702461,0,4,10,0,4,10
605,0,6,10,0.02005160265687636,0.6778473340603257,0,6,10,0,6,10
606,0,6,10,0.0064908626598641035,0.6949386488184117,0,6,10,0,6,10
607,0,9,10,0.18380180244181438,0.8494788642743252,0,7,10,0,9,10
608,0,6,10,0.004100178602949094,0.43870280346824037,0,5,10,0,6,10
609,0,7,9,0.06327126761591033,0.8888768855272373,0,7,9,0,7,9
610,0,5,10,0.035834957400754104,0.6056139716867271,0,5,10,0,5,10
611,0,5,9,0.00010607346340205262,0.33957921937082364,0,6,9,0,5,9
612,0,6,9,0.0008129162993968852,0.5423110993910658,0,6,9,0,6,9
613,0,5,9,0.004976727722287886,0.5475155780314566,0,5,9,0,5,9
614,0,7,10,0.1058125130670406,0.8142906021681886,0,7,10,0,7,10
615,0,5,10,0.00022445840725871527,0.5000001689903119,0,5,10,0,5,10
616,0,9,10,0.3221408824023319,0.8939822597046326,1,10,10,0,8,10
617,0,7,10,0.015663786152054965,0.7316204699539273,0,7,10,0,7,10
618,0,4,10,0.0007857020004571336,0.4182792982423701,0,4,10,0,4,10
619,0,8,9,0.09408270361092887,0.7773214270424114,0,7,9,0,8,9
620,0,7,10,0.015627652487691983,0.6966695001078802,0,7,10,0,7,10
621,0,7,11,0.12691734585420794,0.6630624046493108,0,7,11,0,7,11
622,0,3,9,5.622337487801091e-05,0.33660155510024153,0,3,9,0,3,9
623,0,5,11,0.002164876942959219,0.4248560521878705,0,8,11,0,4,11
624,0,5,9,0.00039875721201176537,0.6659229816343558,0,5,9,0,5,9
625,0,9,11,0.11481943997768873,0.817884484456224,0,9,11,0,9,11
626,0,6,9,0.0014084202807801796,0.44407206080732603,0,6,9,0,6,9
627,0,4,10,0.00022240929491876773,0.5805940068177421,0,4,10,0,4,10
628,0,8,10,0.029287262519913735,0.7999968066924692,0,8,10,0,8,10
