source,class_id,alignment_norm,artifact_norm,composite_product_classmean,composite_harmonic_classmean,vendi_ratio,vendi_ratio_train,composite_product_classmean_x_vendi_ratio,composite_product_classmean_x_vendi_ratio_train,composite_harmonic_classmean_x_vendi_ratio,composite_harmonic_classmean_x_vendi_ratio_train
Sys_IMFfdloss_ref_1,4,0.92,0.72,0.66,0.81,1.11,0.99,0.73,0.65,0.89,0.79
Sys_IMFfdloss_ref_1,7,0.8,0.49,0.39,0.57,0.52,0.77,0.21,0.3,0.3,0.44
Sys_IMFfdloss_ref_1,10,0.89,0.65,0.61,0.74,0.96,1.04,0.59,0.63,0.71,0.76
Sys_IMFfdloss_ref_1,25,0.76,0.5,0.38,0.58,1.11,0.83,0.43,0.32,0.64,0.48
Sys_IMFfdloss_ref_1,35,0.74,0.62,0.46,0.65,1.04,0.86,0.48,0.4,0.68,0.56
Sys_IMFfdloss_ref_1,39,0.85,0.52,0.46,0.61,0.8,0.94,0.37,0.43,0.49,0.57
Sys_IMFfdloss_ref_1,49,0.87,0.63,0.56,0.73,0.97,0.96,0.54,0.54,0.7,0.7
Sys_IMFfdloss_ref_1,51,0.95,0.79,0.76,0.84,0.85,0.93,0.65,0.7,0.72,0.78
Sys_IMFfdloss_ref_1,52,0.76,0.81,0.63,0.77,2.32,0.98,1.46,0.62,1.78,0.75
Sys_IMFfdloss_ref_1,64,0.67,0.62,0.45,0.64,1.27,1.01,0.57,0.45,0.82,0.65
Sys_IMFfdloss_ref_1,80,0.86,0.45,0.4,0.57,0.39,0.64,0.16,0.26,0.23,0.37
Sys_IMFfdloss_ref_1,97,0.85,0.44,0.39,0.55,1.29,0.76,0.5,0.3,0.7,0.42
Sys_IMFfdloss_ref_1,106,0.86,0.49,0.41,0.6,2.69,0.82,1.11,0.34,1.61,0.49
Sys_IMFfdloss_ref_1,116,0.86,0.73,0.65,0.78,0.42,0.7,0.27,0.45,0.32,0.54
Sys_IMFfdloss_ref_1,118,0.77,0.67,0.53,0.71,1.17,0.85,0.62,0.45,0.83,0.6
Sys_IMFfdloss_ref_1,129,0.82,0.42,0.35,0.54,0.77,1.18,0.27,0.41,0.42,0.64
Sys_IMFfdloss_ref_1,144,0.86,0.53,0.48,0.62,1.03,0.92,0.49,0.44,0.64,0.57
Sys_IMFfdloss_ref_1,147,0.91,0.7,0.64,0.78,1.14,1.03,0.73,0.66,0.89,0.8
Sys_IMFfdloss_ref_1,150,0.7,0.45,0.35,0.54,1.66,1.13,0.58,0.39,0.9,0.61
Sys_IMFfdloss_ref_1,156,0.87,0.3,0.26,0.45,0.57,0.98,0.15,0.26,0.26,0.44
Sys_IMFfdloss_ref_1,159,0.74,0.45,0.36,0.55,1.05,0.97,0.38,0.35,0.57,0.53
Sys_IMFfdloss_ref_1,281,0.9,0.35,0.32,0.5,1.64,0.94,0.52,0.3,0.81,0.47
Sys_IMFfdloss_ref_1,300,0.94,0.82,0.78,0.87,0.55,0.94,0.43,0.73,0.48,0.82
Sys_IMFfdloss_ref_1,322,0.76,0.77,0.59,0.75,0.74,0.83,0.44,0.49,0.56,0.62
Sys_IMFfdloss_ref_1,330,0.72,0.52,0.39,0.6,0.37,0.99,0.14,0.39,0.22,0.59
Sys_IMFfdloss_ref_1,333,0.81,0.37,0.31,0.5,1.11,1.01,0.34,0.31,0.56,0.51
Sys_IMFfdloss_ref_1,339,0.86,0.56,0.49,0.68,1.73,1.01,0.84,0.49,1.17,0.68
Sys_IMFfdloss_ref_1,347,0.9,0.57,0.53,0.67,0.55,0.89,0.29,0.47,0.37,0.6
Sys_IMFfdloss_ref_1,356,0.86,0.73,0.68,0.78,1.42,0.93,0.96,0.63,1.11,0.73
Sys_IMFfdloss_ref_1,365,0.91,0.41,0.38,0.56,0.93,0.88,0.35,0.33,0.52,0.49
Sys_IMFfdloss_ref_1,370,0.96,0.9,0.87,0.93,0.88,0.98,0.77,0.85,0.82,0.9
Sys_IMFfdloss_ref_1,389,0.33,0.47,0.16,0.38,2.23,0.9,0.36,0.14,0.85,0.34
Sys_IMFfdloss_ref_1,392,0.71,0.58,0.42,0.62,0.47,1.16,0.2,0.49,0.29,0.71
Sys_IMFfdloss_ref_1,394,0.8,0.54,0.45,0.64,2.12,1.0,0.95,0.44,1.35,0.63
Sys_IMFfdloss_ref_1,396,0.76,0.69,0.57,0.72,0.23,0.97,0.13,0.56,0.17,0.69
Sys_IMFfdloss_ref_1,400,0.77,0.6,0.5,0.66,0.22,0.69,0.11,0.34,0.15,0.46
Sys_IMFfdloss_ref_1,405,0.69,0.56,0.42,0.61,0.56,1.01,0.23,0.42,0.34,0.62
Sys_IMFfdloss_ref_1,406,0.81,0.54,0.45,0.63,1.35,0.8,0.6,0.36,0.85,0.51
Sys_IMFfdloss_ref_1,413,0.76,0.61,0.54,0.67,0.41,0.93,0.22,0.5,0.27,0.62
Sys_IMFfdloss_ref_1,415,0.61,0.57,0.32,0.44,1.01,0.91,0.33,0.3,0.45,0.4
Sys_IMFfdloss_ref_1,419,0.93,0.45,0.41,0.58,1.4,1.01,0.58,0.42,0.81,0.59
Sys_IMFfdloss_ref_1,421,0.64,0.71,0.47,0.6,1.84,0.8,0.86,0.37,1.11,0.48
Sys_IMFfdloss_ref_1,426,0.45,0.39,0.18,0.41,1.48,1.03,0.26,0.18,0.6,0.42
Sys_IMFfdloss_ref_1,429,0.74,0.64,0.51,0.68,0.46,0.96,0.23,0.49,0.31,0.65
Sys_IMFfdloss_ref_1,432,0.9,0.59,0.53,0.71,1.07,0.92,0.57,0.49,0.76,0.66
Sys_IMFfdloss_ref_1,443,0.96,0.71,0.69,0.82,0.25,0.76,0.17,0.53,0.2,0.62
Sys_IMFfdloss_ref_1,446,0.84,0.59,0.52,0.69,1.36,0.92,0.7,0.47,0.95,0.64
Sys_IMFfdloss_ref_1,453,0.93,0.66,0.62,0.77,0.59,0.83,0.36,0.51,0.45,0.64
Sys_IMFfdloss_ref_1,461,0.92,0.73,0.67,0.81,0.4,0.72,0.27,0.48,0.33,0.58
Sys_IMFfdloss_ref_1,477,0.52,0.57,0.31,0.47,2.62,0.84,0.8,0.26,1.23,0.4
Sys_IMFfdloss_ref_1,479,0.56,0.56,0.43,0.54,0.61,0.96,0.26,0.41,0.33,0.52
Sys_IMFfdloss_ref_1,481,0.72,0.45,0.34,0.55,0.53,0.92,0.18,0.31,0.3,0.51
Sys_IMFfdloss_ref_1,488,0.89,0.69,0.61,0.77,0.93,0.89,0.57,0.54,0.71,0.69
Sys_IMFfdloss_ref_1,499,0.74,0.61,0.5,0.67,1.28,1.07,0.63,0.53,0.85,0.71
Sys_IMFfdloss_ref_1,529,0.67,0.48,0.4,0.55,2.93,0.72,1.16,0.29,1.61,0.39
Sys_IMFfdloss_ref_1,535,0.83,0.7,0.61,0.76,0.51,1.0,0.31,0.61,0.39,0.76
Sys_IMFfdloss_ref_1,554,0.97,0.6,0.58,0.74,0.98,0.74,0.57,0.44,0.72,0.55
Sys_IMFfdloss_ref_1,567,0.84,0.6,0.51,0.68,3.65,0.88,1.85,0.45,2.49,0.6
Sys_IMFfdloss_ref_1,575,0.84,0.48,0.42,0.6,0.9,0.94,0.37,0.39,0.54,0.56
Sys_IMFfdloss_ref_1,585,0.63,0.41,0.27,0.48,1.27,0.95,0.35,0.26,0.61,0.46
Sys_IMFfdloss_ref_1,590,0.85,0.52,0.45,0.63,0.94,0.78,0.42,0.35,0.59,0.49
Sys_IMFfdloss_ref_1,605,0.71,0.59,0.44,0.63,4.24,0.94,1.87,0.41,2.67,0.59
Sys_IMFfdloss_ref_1,606,0.71,0.46,0.35,0.56,1.27,1.01,0.44,0.35,0.7,0.56
Sys_IMFfdloss_ref_1,626,0.55,0.55,0.31,0.45,2.62,0.84,0.82,0.26,1.19,0.38
Sys_IMFfdloss_ref_1,632,0.63,0.68,0.43,0.57,0.8,0.75,0.35,0.33,0.45,0.43
Sys_IMFfdloss_ref_1,633,0.7,0.56,0.42,0.59,0.87,0.86,0.36,0.36,0.52,0.51
Sys_IMFfdloss_ref_1,634,0.78,0.42,0.34,0.53,0.55,0.89,0.19,0.31,0.29,0.47
Sys_IMFfdloss_ref_1,645,0.8,0.3,0.24,0.43,0.38,0.62,0.09,0.15,0.17,0.27
Sys_IMFfdloss_ref_1,654,0.8,0.57,0.5,0.66,1.04,0.86,0.52,0.43,0.69,0.57
Sys_IMFfdloss_ref_1,679,0.73,0.67,0.52,0.69,0.67,0.79,0.34,0.41,0.46,0.55
Sys_IMFfdloss_ref_1,687,0.97,0.88,0.86,0.92,0.38,0.89,0.32,0.76,0.35,0.82
Sys_IMFfdloss_ref_1,730,0.7,0.65,0.47,0.65,1.25,0.93,0.58,0.44,0.81,0.61
Sys_IMFfdloss_ref_1,743,0.57,0.51,0.3,0.5,1.21,0.91,0.36,0.27,0.6,0.45
Sys_IMFfdloss_ref_1,746,0.66,0.47,0.37,0.55,0.73,1.4,0.27,0.52,0.4,0.77
Sys_IMFfdloss_ref_1,755,0.94,0.72,0.68,0.81,0.22,0.9,0.15,0.61,0.18,0.73
Sys_IMFfdloss_ref_1,756,0.69,0.47,0.39,0.52,2.85,0.97,1.1,0.37,1.49,0.51
Sys_IMFfdloss_ref_1,806,0.94,0.77,0.73,0.84,0.95,0.93,0.69,0.68,0.8,0.78
Sys_IMFfdloss_ref_1,810,0.82,0.53,0.45,0.61,0.35,0.85,0.16,0.38,0.21,0.52
Sys_IMFfdloss_ref_1,819,0.62,0.37,0.23,0.45,0.4,0.77,0.09,0.18,0.18,0.34
Sys_IMFfdloss_ref_1,836,0.14,0.57,0.07,0.18,1.12,0.74,0.08,0.05,0.2,0.13
Sys_IMFfdloss_ref_1,903,0.79,0.59,0.51,0.67,1.32,0.91,0.67,0.46,0.89,0.61
Sys_IMFfdloss_ref_1,917,0.63,0.39,0.25,0.48,0.96,0.79,0.24,0.2,0.46,0.38
Sys_IMFfdloss_ref_1,919,0.47,0.4,0.2,0.43,1.9,1.06,0.38,0.21,0.82,0.46
Sys_IMFfdloss_ref_1,920,0.74,0.67,0.52,0.69,0.66,0.83,0.34,0.43,0.46,0.57
Sys_IMFfdloss_ref_1,922,0.47,0.26,0.14,0.32,0.55,0.92,0.08,0.13,0.18,0.3
Sys_IMFfdloss_ref_1,928,0.59,0.59,0.41,0.58,2.49,0.83,1.01,0.33,1.45,0.48
Sys_IMFfdloss_ref_1,931,0.96,0.77,0.74,0.85,0.59,0.8,0.44,0.59,0.5,0.68
Sys_IMFfdloss_ref_1,943,0.71,0.67,0.54,0.65,0.96,0.99,0.52,0.54,0.63,0.65
Sys_IMFfdloss_ref_1,952,0.88,0.74,0.68,0.8,0.89,0.9,0.61,0.61,0.71,0.72
Sys_IMFfdloss_ref_1,960,0.89,0.73,0.65,0.8,3.03,0.85,1.97,0.55,2.41,0.67
Sys_IMFfdloss_ref_1,962,0.84,0.8,0.69,0.81,0.59,0.79,0.41,0.54,0.48,0.64
Sys_IMFfdloss_ref_1,968,0.81,0.64,0.57,0.71,1.74,0.79,0.99,0.45,1.23,0.55
Sys_IMFfdloss_ref_1,971,0.93,0.71,0.68,0.8,0.47,1.03,0.32,0.7,0.37,0.82
Sys_IMFfdloss_ref_1,972,0.86,0.57,0.5,0.66,1.97,0.81,0.99,0.41,1.3,0.54
Sys_IMFfdloss_ref_1,981,0.7,0.37,0.26,0.47,0.6,0.88,0.16,0.23,0.28,0.42
Sys_IMFfdloss_ref_1,982,0.68,0.43,0.33,0.51,1.1,0.85,0.37,0.28,0.56,0.43
Sys_IMFfdloss_ref_1,983,0.83,0.49,0.42,0.6,0.5,0.93,0.21,0.4,0.3,0.56
Sys_IMFfdloss_ref_1,985,0.78,0.88,0.72,0.82,2.11,0.92,1.53,0.66,1.73,0.75
Sys_IMFfdloss_ref_1,991,0.94,0.94,0.9,0.94,0.59,0.92,0.53,0.82,0.55,0.86
Sys_IMFfdloss_ref_1,999,0.74,0.62,0.53,0.67,0.96,0.75,0.51,0.4,0.65,0.5
Sys_IMFfdloss_ref_2,4,0.91,0.73,0.67,0.81,1.11,0.99,0.74,0.66,0.89,0.8
Sys_IMFfdloss_ref_2,7,0.89,0.53,0.48,0.62,0.52,0.77,0.25,0.37,0.33,0.48
Sys_IMFfdloss_ref_2,10,0.91,0.78,0.71,0.82,0.96,1.04,0.69,0.74,0.79,0.85
Sys_IMFfdloss_ref_2,25,0.86,0.55,0.48,0.64,1.11,0.83,0.54,0.4,0.71,0.53
Sys_IMFfdloss_ref_2,35,0.76,0.64,0.48,0.68,1.04,0.86,0.5,0.42,0.71,0.59
Sys_IMFfdloss_ref_2,39,0.87,0.73,0.66,0.77,0.8,0.94,0.53,0.62,0.62,0.73
Sys_IMFfdloss_ref_2,49,0.9,0.63,0.59,0.74,0.97,0.96,0.57,0.57,0.71,0.71
Sys_IMFfdloss_ref_2,51,0.89,0.76,0.71,0.81,0.85,0.93,0.6,0.66,0.69,0.75
Sys_IMFfdloss_ref_2,52,0.78,0.77,0.6,0.75,2.32,0.98,1.4,0.59,1.74,0.74
Sys_IMFfdloss_ref_2,64,0.64,0.61,0.43,0.62,1.27,1.01,0.54,0.43,0.78,0.62
Sys_IMFfdloss_ref_2,80,0.75,0.38,0.3,0.5,0.39,0.64,0.12,0.19,0.2,0.32
Sys_IMFfdloss_ref_2,97,0.95,0.43,0.41,0.55,1.29,0.76,0.52,0.31,0.71,0.42
Sys_IMFfdloss_ref_2,106,0.89,0.57,0.5,0.67,2.69,0.82,1.36,0.41,1.82,0.55
Sys_IMFfdloss_ref_2,116,0.87,0.77,0.7,0.81,0.42,0.7,0.29,0.49,0.34,0.57
Sys_IMFfdloss_ref_2,118,0.72,0.6,0.46,0.65,1.17,0.85,0.53,0.39,0.76,0.55
Sys_IMFfdloss_ref_2,129,0.86,0.43,0.37,0.56,0.77,1.18,0.29,0.44,0.43,0.66
Sys_IMFfdloss_ref_2,144,0.76,0.53,0.45,0.6,1.03,0.92,0.47,0.42,0.62,0.55
Sys_IMFfdloss_ref_2,147,0.92,0.62,0.57,0.73,1.14,1.03,0.65,0.59,0.84,0.75
Sys_IMFfdloss_ref_2,150,0.77,0.45,0.38,0.56,1.66,1.13,0.63,0.43,0.93,0.64
Sys_IMFfdloss_ref_2,156,0.88,0.3,0.26,0.45,0.57,0.98,0.15,0.26,0.26,0.44
Sys_IMFfdloss_ref_2,159,0.79,0.56,0.48,0.65,1.05,0.97,0.51,0.47,0.68,0.62
Sys_IMFfdloss_ref_2,281,0.95,0.39,0.37,0.53,1.64,0.94,0.61,0.35,0.88,0.5
Sys_IMFfdloss_ref_2,300,0.86,0.84,0.73,0.84,0.55,0.94,0.4,0.68,0.47,0.79
Sys_IMFfdloss_ref_2,322,0.69,0.72,0.49,0.67,0.74,0.83,0.37,0.41,0.5,0.56
Sys_IMFfdloss_ref_2,330,0.73,0.53,0.4,0.61,0.37,0.99,0.15,0.39,0.22,0.6
Sys_IMFfdloss_ref_2,333,0.87,0.32,0.28,0.47,1.11,1.01,0.31,0.28,0.52,0.47
Sys_IMFfdloss_ref_2,339,0.78,0.54,0.46,0.64,1.73,1.01,0.8,0.47,1.1,0.64
Sys_IMFfdloss_ref_2,347,0.92,0.56,0.54,0.68,0.55,0.89,0.3,0.48,0.37,0.6
Sys_IMFfdloss_ref_2,356,0.78,0.65,0.54,0.71,1.42,0.93,0.77,0.51,1.0,0.66
Sys_IMFfdloss_ref_2,365,0.89,0.45,0.4,0.57,0.93,0.88,0.37,0.35,0.53,0.5
Sys_IMFfdloss_ref_2,370,0.95,0.55,0.53,0.66,0.88,0.98,0.47,0.52,0.59,0.65
Sys_IMFfdloss_ref_2,389,0.3,0.41,0.13,0.35,2.23,0.9,0.3,0.12,0.77,0.31
Sys_IMFfdloss_ref_2,392,0.73,0.67,0.49,0.65,0.47,1.16,0.23,0.57,0.3,0.75
Sys_IMFfdloss_ref_2,394,0.68,0.53,0.37,0.59,2.12,1.0,0.78,0.37,1.24,0.58
Sys_IMFfdloss_ref_2,396,0.84,0.73,0.64,0.78,0.23,0.97,0.15,0.62,0.18,0.76
Sys_IMFfdloss_ref_2,400,0.86,0.37,0.32,0.51,0.22,0.69,0.07,0.22,0.11,0.35
Sys_IMFfdloss_ref_2,405,0.59,0.51,0.33,0.53,0.56,1.01,0.18,0.33,0.3,0.54
Sys_IMFfdloss_ref_2,406,0.85,0.65,0.55,0.72,1.35,0.8,0.74,0.44,0.97,0.58
Sys_IMFfdloss_ref_2,413,0.84,0.49,0.41,0.6,0.41,0.93,0.17,0.38,0.24,0.56
Sys_IMFfdloss_ref_2,415,0.6,0.58,0.38,0.48,1.01,0.91,0.38,0.34,0.49,0.44
Sys_IMFfdloss_ref_2,419,0.92,0.3,0.27,0.45,1.4,1.01,0.38,0.28,0.63,0.46
Sys_IMFfdloss_ref_2,421,0.82,0.55,0.46,0.65,1.84,0.8,0.85,0.37,1.2,0.52
Sys_IMFfdloss_ref_2,426,0.49,0.38,0.2,0.42,1.48,1.03,0.29,0.2,0.62,0.43
Sys_IMFfdloss_ref_2,429,0.71,0.65,0.5,0.67,0.46,0.96,0.23,0.48,0.3,0.64
Sys_IMFfdloss_ref_2,432,0.96,0.63,0.61,0.74,1.07,0.92,0.65,0.56,0.79,0.68
Sys_IMFfdloss_ref_2,443,0.96,0.74,0.71,0.84,0.25,0.76,0.18,0.54,0.21,0.64
Sys_IMFfdloss_ref_2,446,0.82,0.57,0.48,0.67,1.36,0.92,0.65,0.44,0.91,0.62
Sys_IMFfdloss_ref_2,453,0.93,0.66,0.61,0.76,0.59,0.83,0.36,0.5,0.45,0.63
Sys_IMFfdloss_ref_2,461,0.89,0.82,0.73,0.85,0.4,0.72,0.29,0.52,0.34,0.61
Sys_IMFfdloss_ref_2,477,0.47,0.58,0.28,0.46,2.62,0.84,0.75,0.24,1.21,0.39
Sys_IMFfdloss_ref_2,479,0.69,0.59,0.52,0.64,0.61,0.96,0.32,0.5,0.39,0.61
Sys_IMFfdloss_ref_2,481,0.78,0.46,0.37,0.58,0.53,0.92,0.2,0.34,0.31,0.53
Sys_IMFfdloss_ref_2,488,0.88,0.79,0.7,0.83,0.93,0.89,0.65,0.63,0.77,0.74
Sys_IMFfdloss_ref_2,499,0.73,0.67,0.53,0.69,1.28,1.07,0.68,0.57,0.88,0.74
Sys_IMFfdloss_ref_2,529,0.78,0.54,0.46,0.63,2.93,0.72,1.35,0.33,1.84,0.45
Sys_IMFfdloss_ref_2,535,0.82,0.66,0.54,0.72,0.51,1.0,0.28,0.54,0.37,0.72
Sys_IMFfdloss_ref_2,554,0.93,0.56,0.53,0.7,0.98,0.74,0.52,0.39,0.68,0.52
Sys_IMFfdloss_ref_2,567,0.87,0.67,0.59,0.76,3.65,0.88,2.15,0.52,2.76,0.67
Sys_IMFfdloss_ref_2,575,0.89,0.41,0.37,0.55,0.9,0.94,0.34,0.35,0.5,0.52
Sys_IMFfdloss_ref_2,585,0.61,0.41,0.25,0.47,1.27,0.95,0.32,0.23,0.6,0.45
Sys_IMFfdloss_ref_2,590,0.71,0.56,0.41,0.62,0.94,0.78,0.39,0.32,0.58,0.48
Sys_IMFfdloss_ref_2,605,0.81,0.61,0.49,0.67,4.24,0.94,2.09,0.46,2.86,0.63
Sys_IMFfdloss_ref_2,606,0.79,0.55,0.43,0.61,1.27,1.01,0.55,0.44,0.77,0.62
Sys_IMFfdloss_ref_2,626,0.67,0.53,0.36,0.55,2.62,0.84,0.94,0.3,1.44,0.46
Sys_IMFfdloss_ref_2,632,0.65,0.63,0.41,0.55,0.8,0.75,0.33,0.31,0.44,0.42
Sys_IMFfdloss_ref_2,633,0.83,0.63,0.52,0.69,0.87,0.86,0.45,0.45,0.6,0.59
Sys_IMFfdloss_ref_2,634,0.73,0.41,0.3,0.5,0.55,0.89,0.16,0.26,0.28,0.45
Sys_IMFfdloss_ref_2,645,0.74,0.35,0.27,0.47,0.38,0.62,0.1,0.17,0.18,0.29
Sys_IMFfdloss_ref_2,654,0.86,0.64,0.57,0.73,1.04,0.86,0.6,0.5,0.76,0.63
Sys_IMFfdloss_ref_2,679,0.81,0.64,0.54,0.71,0.67,0.79,0.36,0.43,0.47,0.56
Sys_IMFfdloss_ref_2,687,0.95,0.83,0.8,0.88,0.38,0.89,0.3,0.7,0.33,0.78
Sys_IMFfdloss_ref_2,730,0.67,0.64,0.46,0.63,1.25,0.93,0.57,0.42,0.79,0.59
Sys_IMFfdloss_ref_2,743,0.86,0.62,0.54,0.71,1.21,0.91,0.65,0.49,0.85,0.64
Sys_IMFfdloss_ref_2,746,0.67,0.38,0.28,0.48,0.73,1.4,0.2,0.39,0.35,0.67
Sys_IMFfdloss_ref_2,755,0.97,0.84,0.82,0.9,0.22,0.9,0.18,0.74,0.2,0.81
Sys_IMFfdloss_ref_2,756,0.68,0.53,0.37,0.52,2.85,0.97,1.07,0.36,1.49,0.51
Sys_IMFfdloss_ref_2,806,0.97,0.78,0.75,0.86,0.95,0.93,0.72,0.7,0.82,0.8
Sys_IMFfdloss_ref_2,810,0.68,0.52,0.35,0.5,0.35,0.85,0.12,0.29,0.18,0.43
Sys_IMFfdloss_ref_2,819,0.6,0.44,0.3,0.47,0.4,0.77,0.12,0.23,0.19,0.36
Sys_IMFfdloss_ref_2,836,0.04,0.53,0.01,0.05,1.12,0.74,0.01,0.01,0.06,0.04
Sys_IMFfdloss_ref_2,903,0.76,0.61,0.49,0.67,1.32,0.91,0.65,0.45,0.89,0.61
Sys_IMFfdloss_ref_2,917,0.65,0.38,0.25,0.48,0.96,0.79,0.24,0.2,0.46,0.38
Sys_IMFfdloss_ref_2,919,0.46,0.23,0.12,0.31,1.9,1.06,0.22,0.12,0.58,0.32
Sys_IMFfdloss_ref_2,920,0.74,0.52,0.42,0.61,0.66,0.83,0.28,0.35,0.4,0.5
Sys_IMFfdloss_ref_2,922,0.38,0.24,0.1,0.28,0.55,0.92,0.06,0.09,0.15,0.26
Sys_IMFfdloss_ref_2,928,0.61,0.49,0.32,0.53,2.49,0.83,0.8,0.27,1.32,0.44
Sys_IMFfdloss_ref_2,931,0.93,0.72,0.67,0.81,0.59,0.8,0.4,0.54,0.48,0.65
Sys_IMFfdloss_ref_2,943,0.72,0.85,0.63,0.71,0.96,0.99,0.6,0.62,0.68,0.7
Sys_IMFfdloss_ref_2,952,0.86,0.7,0.62,0.75,0.89,0.9,0.56,0.57,0.67,0.68
Sys_IMFfdloss_ref_2,960,0.88,0.7,0.62,0.76,3.03,0.85,1.86,0.52,2.31,0.65
Sys_IMFfdloss_ref_2,962,0.84,0.75,0.63,0.77,0.59,0.79,0.38,0.5,0.46,0.61
Sys_IMFfdloss_ref_2,968,0.8,0.56,0.46,0.65,1.74,0.79,0.81,0.37,1.13,0.51
Sys_IMFfdloss_ref_2,971,0.95,0.73,0.7,0.81,0.47,1.03,0.33,0.72,0.38,0.84
Sys_IMFfdloss_ref_2,972,0.82,0.57,0.5,0.65,1.97,0.81,0.98,0.4,1.29,0.53
Sys_IMFfdloss_ref_2,981,0.68,0.4,0.29,0.49,0.6,0.88,0.17,0.25,0.3,0.44
Sys_IMFfdloss_ref_2,982,0.69,0.44,0.33,0.52,1.1,0.85,0.37,0.28,0.57,0.44
Sys_IMFfdloss_ref_2,983,0.75,0.36,0.29,0.49,0.5,0.93,0.14,0.27,0.24,0.45
Sys_IMFfdloss_ref_2,985,0.82,0.87,0.74,0.84,2.11,0.92,1.57,0.68,1.78,0.77
Sys_IMFfdloss_ref_2,991,0.96,0.94,0.9,0.95,0.59,0.92,0.53,0.83,0.56,0.87
Sys_IMFfdloss_ref_2,999,0.7,0.56,0.47,0.62,0.96,0.75,0.45,0.35,0.6,0.46
Sys_IMFfdloss_ref_3,4,0.92,0.68,0.63,0.78,1.11,0.99,0.69,0.62,0.86,0.77
Sys_IMFfdloss_ref_3,7,0.81,0.45,0.37,0.56,0.52,0.77,0.19,0.28,0.29,0.43
Sys_IMFfdloss_ref_3,10,0.94,0.77,0.73,0.83,0.96,1.04,0.7,0.75,0.8,0.86
Sys_IMFfdloss_ref_3,25,0.84,0.57,0.49,0.67,1.11,0.83,0.55,0.41,0.74,0.56
Sys_IMFfdloss_ref_3,35,0.7,0.54,0.38,0.59,1.04,0.86,0.39,0.33,0.62,0.51
Sys_IMFfdloss_ref_3,39,0.85,0.75,0.65,0.78,0.8,0.94,0.52,0.61,0.62,0.73
Sys_IMFfdloss_ref_3,49,0.85,0.65,0.59,0.73,0.97,0.96,0.57,0.56,0.71,0.7
Sys_IMFfdloss_ref_3,51,0.84,0.69,0.63,0.74,0.85,0.93,0.53,0.58,0.63,0.69
Sys_IMFfdloss_ref_3,52,0.77,0.77,0.6,0.75,2.32,0.98,1.38,0.58,1.74,0.73
Sys_IMFfdloss_ref_3,64,0.77,0.72,0.56,0.75,1.27,1.01,0.71,0.56,0.95,0.76
