source,class_id,alignment_norm,authenticity_norm,composite_product_classmean,composite_harmonic_classmean
User_VAR_600_2,429,0.59,0.57,0.39,0.54
User_VAR_600_2,432,0.75,0.43,0.4,0.54
User_VAR_600_2,443,0.85,0.63,0.54,0.7
User_VAR_600_2,446,0.75,0.5,0.38,0.56
User_VAR_600_2,453,0.8,0.47,0.37,0.58
User_VAR_600_2,461,0.63,0.7,0.53,0.66
User_VAR_600_2,477,0.45,0.4,0.2,0.4
User_VAR_600_2,479,0.81,0.7,0.58,0.74
User_VAR_600_2,481,0.64,0.47,0.35,0.51
User_VAR_600_2,488,0.91,0.7,0.65,0.79
User_VAR_600_2,499,0.44,0.57,0.31,0.42
User_VAR_600_2,529,0.61,0.4,0.29,0.44
User_VAR_600_2,535,0.77,0.67,0.51,0.68
User_VAR_600_2,554,0.08,0.4,0.02,0.05
User_VAR_600_2,567,0.87,0.6,0.53,0.7
User_VAR_600_2,575,0.88,0.57,0.54,0.68
User_VAR_600_2,585,0.4,0.3,0.15,0.29
User_VAR_600_2,590,0.77,0.5,0.42,0.6
User_VAR_600_2,605,0.72,0.63,0.49,0.62
User_VAR_600_2,606,0.67,0.47,0.36,0.52
User_VAR_600_2,626,0.65,0.57,0.42,0.54
User_VAR_600_2,632,0.8,0.6,0.51,0.66
User_VAR_600_2,633,0.69,0.5,0.38,0.57
User_VAR_600_2,634,0.49,0.47,0.27,0.42
User_VAR_600_2,645,0.72,0.5,0.36,0.52
User_VAR_600_2,654,0.86,0.53,0.48,0.64
User_VAR_600_2,679,0.72,0.8,0.59,0.76
User_VAR_600_2,687,0.93,0.8,0.77,0.86
User_VAR_600_2,730,0.75,0.47,0.37,0.56
User_VAR_600_2,743,0.79,0.67,0.58,0.68
User_VAR_600_2,746,0.9,0.43,0.4,0.57
User_VAR_600_2,755,0.79,0.67,0.51,0.62
User_VAR_600_2,756,0.82,0.73,0.61,0.77
User_VAR_600_2,806,0.94,0.83,0.78,0.88
User_VAR_600_2,810,0.6,0.5,0.37,0.47
User_VAR_600_2,819,0.67,0.47,0.33,0.48
User_VAR_600_2,836,0.07,0.57,0.04,0.1
User_VAR_600_2,903,0.65,0.43,0.29,0.49
User_VAR_600_2,917,0.67,0.4,0.27,0.43
User_VAR_600_2,919,0.48,0.23,0.11,0.3
User_VAR_600_2,920,0.87,0.6,0.52,0.69
User_VAR_600_2,922,0.3,0.23,0.07,0.19
User_VAR_600_2,928,0.98,0.67,0.65,0.78
User_VAR_600_2,931,0.92,0.73,0.68,0.81
User_VAR_600_2,943,0.84,0.8,0.67,0.81
User_VAR_600_2,952,0.83,0.9,0.73,0.78
User_VAR_600_2,960,0.98,0.77,0.75,0.86
User_VAR_600_2,962,0.96,0.73,0.71,0.83
User_VAR_600_2,968,1.0,0.7,0.7,0.81
User_VAR_600_2,971,0.79,0.6,0.55,0.66
User_VAR_600_2,972,0.87,0.57,0.47,0.63
User_VAR_600_2,981,0.73,0.5,0.39,0.54
User_VAR_600_2,982,0.54,0.37,0.2,0.37
User_VAR_600_2,983,0.96,0.53,0.52,0.67
User_VAR_600_2,985,0.77,0.87,0.65,0.73
User_VAR_600_2,991,0.93,0.87,0.81,0.89
User_VAR_600_2,999,0.77,0.37,0.32,0.49
User_VAR_600_3,4,0.96,0.63,0.61,0.75
User_VAR_600_3,7,0.92,0.67,0.61,0.75
User_VAR_600_3,10,0.74,0.72,0.54,0.72
User_VAR_600_3,25,0.9,0.8,0.73,0.84
User_VAR_600_3,35,0.86,0.63,0.54,0.71
User_VAR_600_3,39,0.9,0.7,0.65,0.78
User_VAR_600_3,49,0.95,0.63,0.6,0.74
User_VAR_600_3,51,0.95,0.77,0.72,0.83
User_VAR_600_3,52,0.88,0.8,0.75,0.84
User_VAR_600_3,64,0.8,0.77,0.6,0.74
User_VAR_600_3,80,1.0,0.6,0.6,0.72
User_VAR_600_3,97,0.89,0.73,0.64,0.76
User_VAR_600_3,106,1.0,0.8,0.8,0.88
User_VAR_600_3,116,1.0,0.83,0.83,0.89
User_VAR_600_3,118,0.64,0.53,0.32,0.49
User_VAR_600_3,129,0.78,0.67,0.52,0.7
User_VAR_600_3,144,0.92,0.63,0.59,0.74
User_VAR_600_3,147,0.92,0.63,0.6,0.74
User_VAR_600_3,150,0.93,0.77,0.72,0.83
User_VAR_600_3,156,1.0,0.73,0.73,0.84
User_VAR_600_3,159,0.87,0.5,0.44,0.6
User_VAR_600_3,281,0.97,0.67,0.64,0.77
User_VAR_600_3,300,0.75,0.67,0.59,0.68
User_VAR_600_3,322,0.98,0.9,0.88,0.93
User_VAR_600_3,330,0.84,0.67,0.57,0.73
User_VAR_600_3,333,0.76,0.5,0.39,0.57
User_VAR_600_3,339,0.72,0.53,0.41,0.59
User_VAR_600_3,347,0.94,0.87,0.83,0.9
User_VAR_600_3,356,0.95,0.67,0.64,0.78
User_VAR_600_3,365,0.85,0.63,0.55,0.71
User_VAR_600_3,370,0.97,0.63,0.62,0.75
User_VAR_600_3,389,0.44,0.47,0.21,0.44
User_VAR_600_3,392,0.8,0.63,0.51,0.69
User_VAR_600_3,394,0.89,0.63,0.59,0.71
User_VAR_600_3,396,0.98,0.67,0.65,0.79
User_VAR_600_3,400,0.91,0.43,0.4,0.54
User_VAR_600_3,405,0.63,0.47,0.28,0.49
User_VAR_600_3,406,0.75,0.83,0.65,0.79
User_VAR_600_3,413,0.88,0.6,0.53,0.7
User_VAR_600_3,415,0.64,0.5,0.27,0.44
User_VAR_600_3,419,0.75,0.7,0.49,0.61
User_VAR_600_3,421,0.7,0.6,0.44,0.64
User_VAR_600_3,426,0.58,0.33,0.2,0.41
User_VAR_600_3,429,0.46,0.6,0.32,0.43
User_VAR_600_3,432,0.75,0.47,0.41,0.51
User_VAR_600_3,443,0.81,0.67,0.55,0.71
User_VAR_600_3,446,0.81,0.7,0.54,0.68
User_VAR_600_3,453,0.8,0.47,0.38,0.58
User_VAR_600_3,461,0.57,0.67,0.44,0.6
User_VAR_600_3,477,0.51,0.43,0.23,0.46
User_VAR_600_3,479,0.87,0.77,0.66,0.77
User_VAR_600_3,481,0.59,0.43,0.32,0.47
User_VAR_600_3,488,0.81,0.7,0.62,0.71
User_VAR_600_3,499,0.44,0.6,0.37,0.48
User_VAR_600_3,529,0.61,0.43,0.31,0.47
User_VAR_600_3,535,0.77,0.7,0.55,0.71
User_VAR_600_3,554,0.08,0.47,0.03,0.07
User_VAR_600_3,567,0.93,0.57,0.52,0.67
User_VAR_600_3,575,0.96,0.6,0.57,0.7
User_VAR_600_3,585,0.24,0.37,0.12,0.22
User_VAR_600_3,590,0.82,0.53,0.46,0.64
User_VAR_600_3,605,0.7,0.63,0.51,0.64
User_VAR_600_3,606,0.69,0.33,0.25,0.41
User_VAR_600_3,626,0.79,0.63,0.53,0.65
User_VAR_600_3,632,0.78,0.53,0.44,0.62
User_VAR_600_3,633,0.67,0.57,0.43,0.61
User_VAR_600_3,634,0.47,0.47,0.25,0.41
User_VAR_600_3,645,0.66,0.53,0.37,0.53
User_VAR_600_3,654,0.86,0.53,0.47,0.64
User_VAR_600_3,679,0.7,0.67,0.48,0.68
User_VAR_600_3,687,1.0,0.83,0.83,0.9
User_VAR_600_3,730,0.7,0.47,0.33,0.53
User_VAR_600_3,743,0.77,0.67,0.56,0.67
User_VAR_600_3,746,0.87,0.43,0.38,0.56
User_VAR_600_3,755,0.96,0.6,0.58,0.72
User_VAR_600_3,756,0.85,0.73,0.62,0.77
User_VAR_600_3,806,0.94,0.87,0.81,0.9
User_VAR_600_3,810,0.5,0.47,0.32,0.42
User_VAR_600_3,819,0.65,0.57,0.38,0.52
User_VAR_600_3,836,0.11,0.6,0.07,0.16
User_VAR_600_3,903,0.65,0.47,0.31,0.54
User_VAR_600_3,917,0.55,0.4,0.19,0.32
User_VAR_600_3,919,0.49,0.27,0.11,0.3
User_VAR_600_3,920,0.89,0.67,0.59,0.76
User_VAR_600_3,922,0.27,0.27,0.06,0.19
User_VAR_600_3,928,0.98,0.73,0.72,0.82
User_VAR_600_3,931,0.92,0.73,0.69,0.8
User_VAR_600_3,943,0.84,0.8,0.67,0.81
User_VAR_600_3,952,0.83,0.93,0.77,0.8
User_VAR_600_3,960,0.98,0.77,0.75,0.86
User_VAR_600_3,962,0.94,0.7,0.66,0.79
User_VAR_600_3,968,0.9,0.73,0.66,0.78
User_VAR_600_3,971,0.87,0.63,0.59,0.72
User_VAR_600_3,972,0.94,0.53,0.5,0.63
User_VAR_600_3,981,0.9,0.47,0.43,0.61
User_VAR_600_3,982,0.51,0.33,0.16,0.33
User_VAR_600_3,983,0.94,0.7,0.65,0.78
User_VAR_600_3,985,0.7,0.97,0.67,0.73
User_VAR_600_3,991,0.93,0.8,0.74,0.85
User_VAR_600_3,999,0.69,0.53,0.43,0.57
