img_id,all_correct_1,n_correct_1,n_atoms_1,ge2_gm,ge2_am,all_correct_2,n_correct_2,n_atoms_2,all_correct_3,n_correct_3,n_atoms_3
84,1,3,3,0.998437799467184,0.9984401367450263,1,3,3,1,3,3
85,0,4,5,0.047355701581005286,0.7999352428159356,0,4,5,0,4,5
86,0,3,4,0.14404030347363678,0.7501027216809978,0,3,4,0,3,4
87,0,3,4,0.000999983747744075,0.7499837478015403,0,3,4,0,3,4
88,1,5,5,0.4260228319781831,0.8023825316260812,1,5,5,1,5,5
89,0,4,5,0.10559940754021706,0.6397657093554058,0,4,5,0,4,5
90,1,5,5,0.9998489757893056,0.9998489931481174,1,5,5,1,5,5
91,0,3,4,0.0009444064670832604,0.6988654212852988,0,3,4,0,3,4
92,1,3,3,0.9437196972060188,0.9463852421167483,1,3,3,1,3,3
93,0,1,3,0.017702258078943805,0.5767167938901225,0,1,3,0,1,3
94,1,3,3,0.999910362088893,0.9999103698353043,1,3,3,1,3,3
95,0,2,3,9.999670304436672e-05,0.6666336981792239,0,2,3,0,2,3
96,1,5,5,0.8705729339890472,0.9000079505511402,1,5,5,1,5,5
97,1,3,3,0.9992198380297468,0.999220338482773,1,3,3,1,3,3
98,1,3,3,0.35457837305222084,0.6624389960954913,1,3,3,1,3,3
99,1,3,3,0.026573370730927866,0.6657235495631705,1,3,3,1,3,3
100,0,5,6,0.15984351959535462,0.8331128089878824,0,5,6,0,5,6
101,1,5,5,0.9982605659729011,0.9982665662114352,1,5,5,1,5,5
102,1,6,6,0.9065959088121839,0.914242988902445,1,6,6,1,6,6
103,1,5,5,0.9999862323250497,0.999986232533276,1,5,5,1,5,5
104,0,5,6,0.16656937683552211,0.686222874303862,0,5,6,0,5,6
105,1,7,7,0.2774379978653212,0.7561798060438581,1,7,7,1,7,7
106,1,6,6,0.9992869088431374,0.9992875846271699,1,6,6,1,6,6
107,1,6,6,0.2528258337028392,0.833367255925619,1,6,6,1,6,6
108,0,3,5,0.08079283164202933,0.6069871864812031,0,3,5,0,3,5
109,0,4,6,0.06802761970066419,0.8134450706390063,0,4,6,0,4,6
110,1,6,6,0.9950183559032699,0.9950788494267263,1,6,6,1,6,6
111,0,5,6,0.90794346481406,0.9264460421784442,0,5,6,0,5,6
112,0,5,6,0.003454598821127273,0.6668947539152176,0,5,6,0,5,6
113,0,3,5,0.0001396709958439786,0.5999836850628562,0,3,5,0,3,5
114,0,4,5,0.003981057345621172,0.799996392961385,0,4,5,0,4,5
115,1,6,6,0.9999547910460295,0.9999547927681515,1,6,6,1,6,6
116,0,4,5,0.0037686004481973095,0.7510318037716975,0,4,5,0,4,5
117,1,6,6,0.9999128386061442,0.9999128474695965,1,6,6,1,6,6
118,0,4,5,0.003697761442607768,0.5999760742401861,0,4,5,0,4,5
119,1,6,6,0.9995992476857585,0.9995994932524904,1,6,6,1,6,6
